  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
  0.1203,  0.0000,  0.2120,  0.0000,  0.0000,  0.0000,  0.1203,  0.0000,  0.2120,  0.0000,  0.0000,  0.0000
  0.2305,  0.0000,  0.3871,  0.0000,  0.0000,  0.0000,  0.2305,  0.0000,  0.3871,  0.0000,  0.0000,  0.0000
  0.3307,  0.0000,  0.5253,  0.0000,  0.0000,  0.0000,  0.3307,  0.0000,  0.5253,  0.0000,  0.0000,  0.0000
  0.4209,  0.0000,  0.6267,  0.0000,  0.0000,  0.0000,  0.4209,  0.0000,  0.6267,  0.0000,  0.0000,  0.0000
  0.5011,  0.0000,  0.6912,  0.0000,  0.0000,  0.0000,  0.5011,  0.0000,  0.6912,  0.0000,  0.0000,  0.0000
  0.5713,  0.0000,  0.7188,  0.0000,  0.0000,  0.0000,  0.5713,  0.0000,  0.7188,  0.0000,  0.0000,  0.0000
  0.6314,  0.0000,  0.7096,  0.0000,  0.0000,  0.0000,  0.6314,  0.0000,  0.7096,  0.0000,  0.0000,  0.0000
  0.6815,  0.0000,  0.6636,  0.0000,  0.0000,  0.0000,  0.6815,  0.0000,  0.6636,  0.0000,  0.0000,  0.0000
  0.7216,  0.0000,  0.5806,  0.0000,  0.0000,  0.0000,  0.7216,  0.0000,  0.5806,  0.0000,  0.0000,  0.0000
  0.7517,  0.0000,  0.4608,  0.0000,  0.0000,  0.0000,  0.7517,  0.0000,  0.4608,  0.0000,  0.0000,  0.0000
  0.7717,  0.0000,  0.3041,  0.0000,  0.0000,  0.0000,  0.7717,  0.0000,  0.3041,  0.0000,  0.0000,  0.0000
  0.7817,  0.0000,  0.1106,  0.0000,  0.0000,  0.0000,  0.7817,  0.0000,  0.1106,  0.0000,  0.0000,  0.0000
  0.7817,  0.0000, -0.1106,  0.0000,  0.0000,  0.0000,  0.7817,  0.0000, -0.1106,  0.0000,  0.0000,  0.0000
  0.7717,  0.0000, -0.3041,  0.0000,  0.0000,  0.0000,  0.7717,  0.0000, -0.3041,  0.0000,  0.0000,  0.0000
  0.7517,  0.0000, -0.4608,  0.0000,  0.0000,  0.0000,  0.7517,  0.0000, -0.4608,  0.0000,  0.0000,  0.0000
  0.7216,  0.0000, -0.5806,  0.1487,  0.0000,  0.1108,  0.7216,  0.0000, -0.5806,  0.1487,  0.0000,  0.1108
  0.6815,  0.0000, -0.6636,  0.2886,  0.0000,  0.2082,  0.6815,  0.0000, -0.6636,  0.2886,  0.0000,  0.2082
  0.6314,  0.0000, -0.7096,  0.4198,  0.0000,  0.2922,  0.6314,  0.0000, -0.7096,  0.4198,  0.0000,  0.2922
  0.5713,  0.0000, -0.7188,  0.5423,  0.0000,  0.3627,  0.5713,  0.0000, -0.7188,  0.5423,  0.0000,  0.3627
  0.5011,  0.0000, -0.6912,  0.6560,  0.0000,  0.4198,  0.5011,  0.0000, -0.6912,  0.6560,  0.0000,  0.4198
  0.4209,  0.0000, -0.6267,  0.7609,  0.0000,  0.4635,  0.4209,  0.0000, -0.6267,  0.7609,  0.0000,  0.4635
  0.3307,  0.0000, -0.5253,  0.8571,  0.0000,  0.4937,  0.3307,  0.0000, -0.5253,  0.8571,  0.0000,  0.4937
  0.2305,  0.0000, -0.3871,  0.9446,  0.0000,  0.5105,  0.2305,  0.0000, -0.3871,  0.9446,  0.0000,  0.5105
  0.1203,  0.0000, -0.2120,  1.0233,  0.0000,  0.5139,  0.1203,  0.0000, -0.2120,  1.0233,  0.0000,  0.5139
  0.0000,  0.0000, -0.0000,  1.0933,  0.0000,  0.5038,  0.0000,  0.0000, -0.0000,  1.0933,  0.0000,  0.5038
  0.0000,  0.0000,  0.0000,  1.1545,  0.0000,  0.4803,  0.0000,  0.0000,  0.0000,  1.1545,  0.0000,  0.4803
  0.0000,  0.0000,  0.0000,  1.2070,  0.0000,  0.4433,  0.0000,  0.0000,  0.0000,  1.2070,  0.0000,  0.4433
  0.0000,  0.0000,  0.0000,  1.2507,  0.0000,  0.3930,  0.0000,  0.0000,  0.0000,  1.2507,  0.0000,  0.3930
  0.0000,  0.0000,  0.0000,  1.2857,  0.0000,  0.3291,  0.0000,  0.0000,  0.0000,  1.2857,  0.0000,  0.3291
  0.0000,  0.0000,  0.0000,  1.3120,  0.0000,  0.2519,  0.0000,  0.0000,  0.0000,  1.3120,  0.0000,  0.2519
  0.0000,  0.0000,  0.0000,  1.3294,  0.0000,  0.1612,  0.0000,  0.0000,  0.0000,  1.3294,  0.0000,  0.1612
  0.0000,  0.0000,  0.0000,  1.3382,  0.0000,  0.0571,  0.0000,  0.0000,  0.0000,  1.3382,  0.0000,  0.0571
  0.0000,  0.0000,  0.0000,  1.3382,  0.0000, -0.0571,  0.0000,  0.0000,  0.0000,  1.3382,  0.0000, -0.0571
  0.0000,  0.0000,  0.0000,  1.3294,  0.0000, -0.1612,  0.0000,  0.0000,  0.0000,  1.3294,  0.0000, -0.1612
  0.0000,  0.0000,  0.0000,  1.3120,  0.0000, -0.2519,  0.0000,  0.0000,  0.0000,  1.3120,  0.0000, -0.2519
  0.0000,  0.0000,  0.0000,  1.2857,  0.0000, -0.3291,  0.0000,  0.0000,  0.0000,  1.2857,  0.0000, -0.3291
  0.0000,  0.0000,  0.0000,  1.2507,  0.0000, -0.3930,  0.0000,  0.0000,  0.0000,  1.2507,  0.0000, -0.3930
  0.0000,  0.0000,  0.0000,  1.2070,  0.0000, -0.4433,  0.0000,  0.0000,  0.0000,  1.2070,  0.0000, -0.4433
  0.0000,  0.0000,  0.0000,  1.1545,  0.0000, -0.4803,  0.0000,  0.0000,  0.0000,  1.1545,  0.0000, -0.4803
  0.0000,  0.0000,  0.0000,  1.0933,  0.0000, -0.5038,  0.0000,  0.0000,  0.0000,  1.0933,  0.0000, -0.5038
  0.1461,  0.0000,  0.1108,  1.0233,  0.0000, -0.5139,  0.1461,  0.0000,  0.1108,  1.0233,  0.0000, -0.5139
  0.2835,  0.0000,  0.2082,  0.9446,  0.0000, -0.5105,  0.2835,  0.0000,  0.2082,  0.9446,  0.0000, -0.5105
  0.4124,  0.0000,  0.2922,  0.8571,  0.0000, -0.4937,  0.4124,  0.0000,  0.2922,  0.8571,  0.0000, -0.4937
  0.5327,  0.0000,  0.3627,  0.7609,  0.0000, -0.4635,  0.5327,  0.0000,  0.3627,  0.7609,  0.0000, -0.4635
  0.6444,  0.0000,  0.4198,  0.6560,  0.0000, -0.4198,  0.6444,  0.0000,  0.4198,  0.6560,  0.0000, -0.4198
  0.7475,  0.0000,  0.4635,  0.5423,  0.0000, -0.3627,  0.7475,  0.0000,  0.4635,  0.5423,  0.0000, -0.3627
  0.8421,  0.0000,  0.4937,  0.4198,  0.0000, -0.2922,  0.8421,  0.0000,  0.4937,  0.4198,  0.0000, -0.2922
  0.9280,  0.0000,  0.5105,  0.2886,  0.0000, -0.2082,  0.9280,  0.0000,  0.5105,  0.2886,  0.0000, -0.2082
  1.0053,  0.0000,  0.5139,  0.1487,  0.0000, -0.1108,  1.0053,  0.0000,  0.5139,  0.1487,  0.0000, -0.1108
  1.0741,  0.0000,  0.5038,  0.0000,  0.0000, -0.0000,  1.0741,  0.0000,  0.5038,  0.0000,  0.0000, -0.0000
  1.1342,  0.0000,  0.4803,  0.0000,  0.0000,  0.0000,  1.1342,  0.0000,  0.4803,  0.0000,  0.0000,  0.0000
  1.1858,  0.0000,  0.4433,  0.0000,  0.0000,  0.0000,  1.1858,  0.0000,  0.4433,  0.0000,  0.0000,  0.0000
  1.2287,  0.0000,  0.3930,  0.0000,  0.0000,  0.0000,  1.2287,  0.0000,  0.3930,  0.0000,  0.0000,  0.0000
  1.2631,  0.0000,  0.3291,  0.0000,  0.0000,  0.0000,  1.2631,  0.0000,  0.3291,  0.0000,  0.0000,  0.0000
  1.2889,  0.0000,  0.2519,  0.0000,  0.0000,  0.0000,  1.2889,  0.0000,  0.2519,  0.0000,  0.0000,  0.0000
  1.3060,  0.0000,  0.1612,  0.0000,  0.0000,  0.0000,  1.3060,  0.0000,  0.1612,  0.0000,  0.0000,  0.0000
  1.3146,  0.0000,  0.0571,  0.0000,  0.0000,  0.0000,  1.3146,  0.0000,  0.0571,  0.0000,  0.0000,  0.0000
  1.3146,  0.0000, -0.0571,  0.0000,  0.0000,  0.0000,  1.3146,  0.0000, -0.0571,  0.0000,  0.0000,  0.0000
  1.3060,  0.0000, -0.1612,  0.0000,  0.0000,  0.0000,  1.3060,  0.0000, -0.1612,  0.0000,  0.0000,  0.0000
  1.2889,  0.0000, -0.2519,  0.0000,  0.0000,  0.0000,  1.2889,  0.0000, -0.2519,  0.0000,  0.0000,  0.0000
  1.2631,  0.0000, -0.3291,  0.0000,  0.0000,  0.0000,  1.2631,  0.0000, -0.3291,  0.0000,  0.0000,  0.0000
  1.2287,  0.0000, -0.3930,  0.0000,  0.0000,  0.0000,  1.2287,  0.0000, -0.3930,  0.0000,  0.0000,  0.0000
  1.1858,  0.0000, -0.4433,  0.0000,  0.0000,  0.0000,  1.1858,  0.0000, -0.4433,  0.0000,  0.0000,  0.0000
  1.1342,  0.0000, -0.4803,  0.0000,  0.0000,  0.0000,  1.1342,  0.0000, -0.4803,  0.0000,  0.0000,  0.0000
  1.0741,  0.0000, -0.5038,  0.0000,  0.0000,  0.0000,  1.0741,  0.0000, -0.5038,  0.0000,  0.0000,  0.0000
  1.0053,  0.0000, -0.5139,  0.1190,  0.0000,  0.1108,  1.0053,  0.0000, -0.5139,  0.1190,  0.0000,  0.1108
  0.9280,  0.0000, -0.5105,  0.2309,  0.0000,  0.2082,  0.9280,  0.0000, -0.5105,  0.2309,  0.0000,  0.2082
  0.8421,  0.0000, -0.4937,  0.3359,  0.0000,  0.2922,  0.8421,  0.0000, -0.4937,  0.3359,  0.0000,  0.2922
  0.7475,  0.0000, -0.4635,  0.4338,  0.0000,  0.3627,  0.7475,  0.0000, -0.4635,  0.4338,  0.0000,  0.3627
  0.6444,  0.0000, -0.4198,  0.5248,  0.0000,  0.4198,  0.6444,  0.0000, -0.4198,  0.5248,  0.0000,  0.4198
