  -1.4805,  0.16909,   52.549,        0,        0,        0,        0,        0,        0,  -1.5624, 0.028832,   48.455,        0,        0,        0,  0.24898,  0.47068,  0.13701,-0.028746,  0.26035,-0.058799,        0,        0,        0
  -1.1656,  0.37184,   52.049,        0,        0,        0,        0,        0,        0,   -1.234,  0.25483,   48.076,        0,        0,        0,  0.24831,  0.47113,  0.13296,-0.028032,  0.26237,-0.062891,        0,        0,        0
  -0.8743,  0.54279,   51.553,        0,        0,        0,        0,        0,        0, -0.93155,  0.44479,   47.694,        0,        0,        0,  0.24769,  0.47178,  0.12871,-0.027323,  0.26453,-0.067215,        0,        0,        0
 -0.60612,   0.6855,   51.061,        0,        0,        0,        0,        0,        0, -0.65429,  0.60305,   47.311,        0,        0,        0,   0.2471,  0.47262,  0.12427,  -0.0266,  0.26687,-0.071773,        0,        0,        0
 -0.36061,  0.80315,    50.57,        0,        0,        0,        0,        0,        0, -0.40134,  0.73343,   46.927,        0,        0,        0,  0.24656,  0.47364,  0.11963,-0.025882,  0.26936,-0.076565,        0,        0,        0
 -0.13725,  0.89858,   50.079,        0,        0,        0,        0,        0,        0,  -0.1719,  0.83927,   46.543,        0,        0,        0,  0.24607,  0.47485,   0.1148,-0.025169,    0.272,-0.081593,        0,        0,        0
 0.064472,  0.97429,   49.588,        0,        0,        0,        0,        0,        0, 0.034803,  0.92351,    46.16,        0,        0,        0,  0.24563,  0.47624,  0.10979,-0.024462,   0.2748,-0.086836,        0,        0,        0
  0.24512,   1.0324,   49.096,        0,        0,        0,        0,        0,        0,  0.21955,  0.98867,    45.78,        0,        0,        0,  0.24521,  0.47782,  0.10461,-0.023739,  0.27776,-0.092298,        0,        0,        0
  0.40527,   1.0749,   48.601,        0,        0,        0,        0,        0,        0,   0.3831,    1.037,   45.401,        0,        0,        0,  0.24485,  0.47958, 0.099242,-0.023021,  0.28087,-0.097977,        0,        0,        0
  0.54552,   1.1033,   48.105,        0,        0,        0,        0,        0,        0,  0.52621,   1.0703,   45.025,        0,        0,        0,  0.24453,  0.48151, 0.093696,-0.022307,  0.28411, -0.10388,        0,        0,        0
  0.66649,    1.119,   47.606,        0,        0,        0,        0,        0,        0,  0.64965,   1.0902,   44.652,        0,        0,        0,  0.24426,  0.48362, 0.087989,-0.021599,  0.28751, -0.10998,        0,        0,        0
  0.76882,    1.123,   47.104,        0,        0,        0,        0,        0,        0,  0.75416,   1.0979,   44.283,        0,        0,        0,  0.24403,  0.48591, 0.082119,-0.020874,  0.29105, -0.11628,        0,        0,        0
  0.85316,   1.1163,   46.599,        0,        0,        0,        0,        0,        0,   0.8405,   1.0946,   43.916,        0,        0,        0,  0.24384,  0.48835, 0.076086,-0.020153,  0.29473, -0.12278,        0,        0,        0
  0.92018,   1.0993,   46.091,        0,        0,        0,        0,        0,        0,  0.90944,   1.0809,   43.553,        0,        0,        0,  0.24382,  0.48865, 0.075288,-0.019557,  0.29597, -0.12409,        0,        0,        0
   0.9706,   1.0725,   45.581,        0,        0,        0,        0,        0,        0,  0.96173,   1.0574,   43.193,        0,        0,        0,  0.24384,  0.48897, 0.074666,-0.018965,  0.29719, -0.12527,        0,        0,        0
   1.0051,   1.0361,   45.069,        0,        0,        0,        0,        0,        0,  0.99813,   1.0242,   42.836,        0,        0,        0,  0.24392,  0.48933, 0.074218,-0.018376,  0.29838, -0.12631,        0,        0,        0
   1.0245,  0.99001,   44.554,        0,        0,        0,        0,        0,        0,   1.0194,  0.98137,   42.482,        0,        0,        0,  0.24405,  0.48971, 0.073945,-0.017791,  0.29958, -0.12721,        0,        0,        0
   1.0294,  0.93386,   44.038,        0,        0,        0,        0,        0,        0,   1.0263,  0.92862,    42.13,        0,        0,        0,  0.24424,  0.49012, 0.073807,-0.017229,  0.30075, -0.12802,        0,        0,        0
   1.0207,  0.86716,   43.521,        0,        0,        0,        0,        0,        0,   1.0196,  0.86537,   41.779,        0,        0,        0,  0.24448,  0.49059, 0.073823,-0.016671,  0.30193, -0.12872,        0,        0,        0
  0.99914,  0.78911,   43.004,        0,        0,        0,        0,        0,        0,   1.0001,   0.7908,    41.43,        0,        0,        0,  0.24478,   0.4911, 0.073954,-0.016117,  0.30312, -0.12934,        0,        0,        0
  0.96557,  0.69865,   42.487,        0,        0,        0,        0,        0,        0,  0.96854,  0.70374,   41.082,        0,        0,        0,  0.24512,  0.49167, 0.074201,-0.015565,  0.30432, -0.12989,        0,        0,        0
  0.92081,  0.59446,   41.972,        0,        0,        0,        0,        0,        0,  0.92565,  0.60275,   40.733,        0,        0,        0,  0.24551,  0.49229, 0.074542,-0.015017,  0.30554, -0.13038,        0,        0,        0
  0.86573,  0.47491,   41.459,        0,        0,        0,        0,        0,        0,  0.87221,  0.48601,   40.384,        0,        0,        0,  0.24595,    0.493, 0.074957,-0.014471,   0.3068, -0.13084,        0,        0,        0
  0.80121,  0.33803,   40.949,        0,        0,        0,        0,        0,        0,  0.80899,  0.35136,   40.032,        0,        0,        0,  0.24644,  0.49378, 0.075448,-0.013929,   0.3081, -0.13127,        0,        0,        0
  0.72817,  0.18155,   40.445,        0,        0,        0,        0,        0,        0,  0.73673,   0.1962,   39.677,        0,        0,        0,  0.24697,  0.49464, 0.075974,-0.013389,  0.30944,  -0.1317,        0,        0,        0
  0.72817,  0.18155,   40.445,        0,        0,        0,        0,        0,        0,  0.73673,   0.1962,   39.677,        0,        0,        0,  0.24697,  0.49464, 0.075974,-0.013389,  0.30944,  -0.1317,        0,        0,        0
       0,       0,       0,  0.5606, -1.0579,  41.253, 0.60857, -1.1378,  40.351,       0,       0,       0, -0.1125, 0.33031,-0.39391,       0,       0,       0,       0,       0,       0, 0.14615,0.090998,-0.51488
       0,       0,       0, 0.50251, -1.0247,  41.347, 0.54857, -1.1014,  40.504,       0,       0,       0, -0.1118, 0.33074,-0.39607,       0,       0,       0,       0,       0,       0, 0.14546,0.092977,-0.51707
       0,       0,       0, 0.44225,-0.98805,  41.443, 0.48613, -1.0611,  40.657,       0,       0,       0,-0.11113, 0.33133,-0.39853,       0,       0,       0,       0,       0,       0,  0.1448,0.095073,-0.51957
       0,       0,       0, 0.37999,-0.94878,   41.54,  0.4215, -1.0179,  40.808,       0,       0,       0,-0.11046, 0.33209,-0.40129,       0,       0,       0,       0,       0,       0, 0.14415,0.097309, -0.5224
