  -0.20609,    3.9163,  -0.42864,    103.74,    86.023,   -79.578,  -0.15463,    1.3368, -0.020611,    15.549,    12.749,    -11.08,   -65.128,   -40.343,         0, -0.025586, -0.040383, -0.029615,  0.003116, -0.020513,-0.0059387,    -38.35,   -45.105,         0
  -0.17309,     3.914,  -0.43117,    98.322,    80.491,   -79.727,  -0.15032,    1.2976, -0.018803,    14.565,    11.944,   -10.284,   -62.303,   -37.467,         0, -0.025536,   -0.0402, -0.029722, 0.0030526, -0.020533,-0.0059066,   -35.756,   -42.449,         0
  -0.14259,    3.9123,  -0.43279,    93.111,    75.176,   -79.815,  -0.14572,    1.2584, -0.015527,    13.634,    11.192,   -9.4869,   -59.588,   -34.706,         0, -0.025494, -0.040025, -0.029836, 0.0029904, -0.020561,-0.0058689,   -33.259,   -39.896,         0
  -0.11501,    3.9112,  -0.43367,    88.106,    70.082,   -79.854,  -0.14091,     1.219, -0.011436,    12.752,    10.491,     -8.69,   -56.982,   -32.061,         0, -0.025458, -0.039856, -0.029961, 0.0029298, -0.020594,-0.0058295,    -30.86,   -37.446,         0
 -0.090581,    3.9104,  -0.43393,    83.305,     65.21,   -79.851,  -0.13598,    1.1797,-0.0070385,    11.919,    9.8391,   -7.8934,   -54.485,   -29.534,         0, -0.025428, -0.039693,   -0.0301, 0.0028687, -0.020634,-0.0057901,   -28.557,     -35.1,         0
 -0.069355,    3.9099,   -0.4337,    78.705,    60.558,   -79.814,  -0.13098,    1.1402,-0.0027238,    11.132,    9.2334,   -7.0973,   -52.093,   -27.124,         0, -0.025404, -0.039531, -0.030257, 0.0028094, -0.020677,-0.0057529,   -26.349,    -32.86,         0
 -0.051255,    3.9095,  -0.43306,    74.304,    56.125,   -79.751,  -0.12597,    1.1007, 0.0012225,    10.388,    8.6721,   -6.3022,   -49.806,   -24.828,         0, -0.025389, -0.039372, -0.030435, 0.0027521, -0.020722,-0.0057205,   -24.234,   -30.723,         0
 -0.036112,    3.9091,  -0.43207,    70.099,    51.905,   -79.667,  -0.12099,    1.0612, 0.0046001,    9.6872,    8.1529,   -5.5081,   -47.623,   -22.644,         0, -0.025382, -0.039211,  -0.03064,  0.002697, -0.020768,-0.0056974,   -22.213,   -28.686,         0
 -0.023697,    3.9087,  -0.43082,    66.087,    47.893,   -79.568,  -0.11609,    1.0216, 0.0072805,    9.0261,    7.6738,   -4.7152,   -45.541,    -20.57,         0, -0.025381, -0.039048, -0.030877, 0.0026425, -0.020813,-0.0056869,   -20.283,   -26.749,         0
 -0.013739,    3.9082,  -0.42935,    62.265,    44.083,   -79.458,  -0.11129,   0.98206, 0.0091946,    8.4032,    7.2328,   -3.9237,   -43.559,   -18.601,         0, -0.025389,  -0.03888, -0.031152, 0.0025909, -0.020855,-0.0056926,   -18.443,   -24.906,         0
-0.0059509,    3.9076,  -0.42771,    58.631,    40.466,   -79.343,  -0.10661,   0.94247,  0.010322,    7.8166,     6.828,   -3.1337,   -41.676,   -16.735,         0, -0.025408, -0.038703, -0.031471, 0.0025429, -0.020892,-0.0057187,   -16.692,   -23.156,         0
-3.7885e-05,     3.9069,   -0.42597,     55.182,     37.035,    -79.225,   -0.10207,    0.90289,   0.010682,     7.2644,     6.4574,     -2.345,     -39.89,    -14.967,          0,  -0.025438,  -0.038515,  -0.031843,  0.0024991,  -0.020921,  -0.005772,    -15.028,    -21.494,          0
0.0042895,    3.906, -0.42415,   51.914,   33.783,  -79.107,-0.097679,  0.86332, 0.010326,   6.7448,   6.1194,  -1.5578,    -38.2,  -13.292,        0,-0.025478,-0.038311,-0.032277,0.0024585, -0.02094,-0.005858,   -13.45,  -19.916,        0
 0.0073081,     3.905,  -0.42231,    48.825,    30.701,   -78.993, -0.093442,   0.82376, 0.0093291,     6.256,    5.8121,  -0.77206,   -36.604,   -11.707,         0, -0.025532, -0.038085, -0.032783, 0.0024242, -0.020944,-0.0059833,   -11.957,   -18.419,         0
  0.009276,    3.9037,   -0.4205,    45.912,    27.782,   -78.886, -0.089358,   0.78423, 0.0077867,    5.7962,     5.534,  0.012418,     -35.1,   -10.208,         0, -0.025615, -0.037603, -0.033914,   0.00241, -0.020672,-0.0066956,   -10.548,   -16.999,         0
   0.01043,    3.9023,  -0.41876,    43.172,    25.019,   -78.785, -0.085421,   0.74471, 0.0058068,    5.3637,    5.2835,   0.79568,   -33.688,   -8.7912,         0, -0.025717, -0.037075, -0.035178, 0.0024062, -0.020361,-0.0074981,   -9.2204,   -15.653,         0
  0.010981,    3.9007,  -0.41714,    40.602,    22.404,   -78.695, -0.081621,   0.70521,  0.003506,    4.9568,    5.0591,    1.5779,   -32.364,   -7.4525,         0, -0.025843, -0.036496, -0.036594, 0.0024162, -0.020008,-0.0084017,   -7.9738,   -14.377,         0
  0.011116,     3.899,  -0.41569,    38.199,    19.932,   -78.615, -0.077942,   0.66573, 0.0010056,    4.5738,    4.8594,    2.3592,   -31.128,   -6.1887,         0,    -0.026, -0.035855, -0.038182, 0.0024449, -0.019607,-0.0094195,   -6.8068,   -13.168,         0
  0.010991,    3.8971,  -0.41447,     35.96,    17.597,   -78.547, -0.074364,   0.62626,-0.0015729,    4.2129,     4.683,    3.1397,   -29.978,   -4.9969,         0, -0.026199, -0.035146, -0.039966, 0.0025022, -0.019151, -0.010564,    -5.718,   -12.025,         0
  0.010734,     3.895,  -0.41357,    33.882,    15.394,   -78.491, -0.070863,   0.58681,-0.0041112,    3.8727,    4.5286,    3.9198,   -28.912,   -3.8748,         0, -0.026457, -0.034359, -0.041981, 0.0025983, -0.018631, -0.011855,   -4.7063,   -10.944,         0
  0.010434,    3.8928,  -0.41311,    31.963,     13.32,   -78.449, -0.067409,   0.54737,-0.0064986,    3.5515,     4.395,    4.6995,   -27.929,   -2.8202,         0, -0.026801,  -0.03348, -0.044266, 0.0027547, -0.018041, -0.013315,   -3.7705,   -9.9245,         0
