0.0000,0.0000,0.0000,-0.0119,-0.0005,0.3455,0.0000,0.0000,0.0000,0.0005,0.0000,-0.0000,
0.0000,0.0000,0.0000,-0.0118,-0.0005,0.3455,0.0000,0.0000,0.0000,0.0039,0.0077,-0.0011,
0.0000,0.0000,0.0000,-0.0118,-0.0003,0.3455,0.0000,0.0000,0.0000,0.0090,0.0185,-0.0028,
0.0000,0.0000,0.0000,-0.0116,0.0000,0.3454,0.0000,0.0000,0.0000,0.0140,0.0291,-0.0046,
0.0000,0.0000,0.0000,-0.0114,0.0004,0.3454,0.0000,0.0000,0.0000,0.0191,0.0396,-0.0063,
0.0000,0.0000,0.0000,-0.0112,0.0009,0.3453,0.0000,0.0000,0.0000,0.0243,0.0499,-0.0079,
0.0000,0.0000,0.0000,-0.0109,0.0015,0.3452,0.0000,0.0000,0.0000,0.0294,0.0602,-0.0096,
0.0000,0.0000,0.0000,-0.0105,0.0022,0.3451,0.0000,0.0000,0.0000,0.0346,0.0703,-0.0111,
0.0000,0.0000,0.0000,-0.0101,0.0030,0.3449,0.0000,0.0000,0.0000,0.0398,0.0802,-0.0126,
0.0000,0.0000,0.0000,-0.0097,0.0039,0.3448,0.0000,0.0000,0.0000,0.0450,0.0900,-0.0140,
0.0000,0.0000,0.0000,-0.0092,0.0049,0.3446,0.0000,0.0000,0.0000,0.0504,0.0997,-0.0154,
0.0000,0.0000,0.0000,-0.0086,0.0060,0.3445,0.0000,0.0000,0.0000,0.0558,0.1092,-0.0166,
0.0000,0.0000,0.0000,-0.0080,0.0072,0.3443,0.0000,0.0000,0.0000,0.0613,0.1185,-0.0177,
0.0000,0.0000,0.0000,-0.0074,0.0085,0.3441,0.0000,0.0000,0.0000,0.0670,0.1276,-0.0187,
0.0000,0.0000,0.0000,-0.0066,0.0098,0.3439,0.0000,0.0000,0.0000,0.0729,0.1365,-0.0195,
0.0000,0.0000,0.0000,-0.0058,0.0113,0.3437,0.0000,0.0000,0.0000,0.0791,0.1452,-0.0202,
0.0000,0.0000,0.0000,-0.0050,0.0128,0.3435,0.0000,0.0000,0.0000,0.0856,0.1537,-0.0208,
0.0000,0.0000,0.0000,-0.0041,0.0144,0.3433,0.0000,0.0000,0.0000,0.0926,0.1618,-0.0212,
0.0000,0.0000,0.0000,-0.0030,0.0161,0.3431,0.0000,0.0000,0.0000,0.1003,0.1694,-0.0215,
0.0000,0.0000,0.0000,-0.0020,0.0179,0.3429,0.0000,0.0000,0.0000,0.1088,0.1747,-0.0216,
0.0000,0.0000,0.0000,-0.0008,0.0195,0.3427,0.0000,0.0000,0.0000,0.1192,0.1635,-0.0202,
0.0000,0.0000,0.0000,0.0005,0.0210,0.3425,0.0000,0.0000,0.0000,0.1304,0.1510,-0.0188,
0.0000,0.0000,0.0000,0.0020,0.0224,0.3423,0.0000,0.0000,0.0000,0.1421,0.1391,-0.0174,
0.0000,0.0000,0.0000,0.0035,0.0237,0.3421,0.0000,0.0000,0.0000,0.1542,0.1278,-0.0158,
0.0000,0.0000,0.0000,0.0052,0.0249,0.3420,0.0000,0.0000,0.0000,0.1666,0.1173,-0.0143,
0.0000,0.0000,0.0000,0.0070,0.0259,0.3419,0.0000,0.0000,0.0000,0.1792,0.1074,-0.0127,
0.0000,0.0000,0.0000,0.0089,0.0269,0.3418,0.0000,0.0000,0.0000,0.1920,0.0982,-0.0110,
0.0000,0.0000,0.0000,0.0109,0.0278,0.3417,0.0000,0.0000,0.0000,0.2048,0.0895,-0.0094,
0.0000,0.0000,0.0000,0.0131,0.0286,0.3416,0.0000,0.0000,0.0000,0.2177,0.0813,-0.0078,
0.0000,0.0000,0.0000,0.0154,0.0294,0.3415,0.0000,0.0000,0.0000,0.2306,0.0736,-0.0061,
0.0000,0.0000,0.0000,0.0178,0.0300,0.3415,0.0000,0.0000,0.0000,0.2435,0.0664,-0.0045,
0.0000,0.0000,0.0000,0.0204,0.0306,0.3415,0.0000,0.0000,0.0000,0.2563,0.0597,-0.0028,
0.0000,0.0000,0.0000,0.0231,0.0312,0.3415,0.0000,0.0000,0.0000,0.2691,0.0533,-0.0012,
0.0000,0.0000,0.0000,0.0259,0.0316,0.3415,0.0000,0.0000,0.0000,0.2818,0.0473,0.0005,
0.0000,0.0000,0.0000,0.0289,0.0321,0.3415,0.0000,0.0000,0.0000,0.2943,0.0415,0.0022,
0.0000,0.0000,0.0000,0.0319,0.0324,0.3415,0.0000,0.0000,0.0000,0.3065,0.0360,0.0038,
0.0000,0.0000,0.0000,0.0351,0.0327,0.3416,0.0000,0.0000,0.0000,0.3184,0.0307,0.0056,
0.0000,0.0000,0.0000,0.0384,0.0330,0.3416,0.0000,0.0000,0.0000,0.3297,0.0254,0.0074,
0.0000,0.0000,0.0000,0.0418,0.0332,0.3417,0.0000,0.0000,0.0000,0.3404,0.0202,0.0092,
0.0000,0.0000,0.0000,0.0453,0.0333,0.3419,0.0000,0.0000,0.0000,0.3501,0.0157,0.0112,
0.0000,0.0000,0.0000,0.0489,0.0335,0.3420,0.0000,0.0000,0.0000,0.3577,0.0183,0.0103,
0.0000,0.0000,0.0000,0.0525,0.0337,0.3420,0.0000,0.0000,0.0000,0.3643,0.0220,0.0094,
0.0000,0.0000,0.0000,0.0562,0.0340,0.3421,0.0000,0.0000,0.0000,0.3703,0.0260,0.0085,
0.0000,0.0000,0.0000,0.0600,0.0343,0.3422,0.0000,0.0000,0.0000,0.3758,0.0301,0.0078,
0.0000,0.0000,0.0000,0.0638,0.0346,0.3423,0.0000,0.0000,0.0000,0.3811,0.0344,0.0072,
0.0000,0.0000,0.0000,0.0677,0.0350,0.3424,0.0000,0.0000,0.0000,0.3864,0.0389,0.0068,
0.0000,0.0000,0.0000,0.0716,0.0355,0.3424,0.0000,0.0000,0.0000,0.3917,0.0434,0.0064,
0.0000,0.0000,0.0000,0.0756,0.0359,0.3425,0.0000,0.0000,0.0000,0.3972,0.0479,0.0063,
