  -0.57778,  -0.92335,    -3.176,   0.04124,   -3.5208,    3.0275, 0.0090165,   0.13325,  -0.37747,    1.0026,   -1.1407,   -1.7048,    1.7313,   -1.4694,   -1.7904,   0.15519,  0.026099,  -0.37385,  -0.64573,  -0.67579,   -1.3565,  0.022912,  -0.43568,   0.33451,0.00059859, 0.0026123,-0.0032876,  0.097776,  -0.11505,  -0.11108,   0.14465,  -0.15714,  -0.14567,  0.040133, -0.010054,-0.0013216
  -0.57777,  -0.92332,   -3.1743,  0.035267,   -3.2783,    2.7858, 0.0045723,   0.12945,  -0.35566,   0.91964,    -1.035,   -1.5922,    1.5997,   -1.3819,   -1.6923,   0.13338,  0.026083,  -0.35449,  -0.63995,  -0.66654,   -1.3247,  0.022556,   -0.4029,   0.30664, 0.0005515, 0.0013216,0.00027135,  0.088577,  -0.10471, -0.095155,   0.12864,  -0.14332,  -0.12875,  0.038799, -0.010315, 0.0022232
  -0.57777,  -0.92329,   -3.1725,  0.033492,   -3.0613,    2.5757, 0.0094953,   0.11872,  -0.33615,   0.84604,  -0.94072,   -1.4845,    1.4625,   -1.2822,   -1.5915,   0.12932,   0.02042,  -0.33482,  -0.63411,  -0.65733,   -1.2963,  0.022246,  -0.37399,    0.2813,0.00075246, 0.0011424,0.00025012,  0.080956,  -0.09598, -0.081269,   0.11521,  -0.13161,  -0.11392,  0.036702,-0.0098595, 0.0021013
  -0.57776,  -0.92327,   -3.1707,  0.033165,   -2.8612,    2.3856,  0.015561,   0.10835,  -0.31885,   0.77839,  -0.85599,   -1.3818,    1.3335,   -1.1851,   -1.4919,   0.12992,  0.014271,  -0.31753,  -0.62826,  -0.64812,   -1.2705,  0.021918,  -0.34801,   0.25859,0.00095642, 0.0011301, 0.0002324,  0.074523, -0.088551, -0.069102,   0.10355,  -0.12138,  -0.10066,  0.034416,-0.0092711, 0.0019543
  -0.57775,  -0.92324,    -3.169,  0.033363,   -2.6749,    2.2111,  0.021431,  0.098895,  -0.30369,   0.71559,   -0.7794,   -1.2841,    1.2144,   -1.0933,   -1.3945,    0.1317,  0.008493,  -0.30246,  -0.62238,  -0.63889,   -1.2467,  0.021555,  -0.32442,   0.23823, 0.0010896, 0.0011383, 0.0002177,  0.069005, -0.082145, -0.058406,  0.093344,  -0.11233, -0.088759,  0.032177,-0.0086711, 0.0018144
  -0.57774,  -0.92321,   -3.1674,  0.033714,   -2.5009,    2.0501,  0.026873,  0.090324,  -0.29061,   0.65713,  -0.70975,   -1.1914,    1.1048,   -1.0073,   -1.2998,   0.13364, 0.0032252,  -0.28952,  -0.61647,  -0.62963,   -1.2243,  0.021155,  -0.30286,    0.2199, 0.0011483, 0.0011431,0.00020702,   0.06419,  -0.07655, -0.048985,  0.084343,  -0.10423,  -0.07806,  0.030064,-0.0080946, 0.0016843
  -0.57773,  -0.92317,   -3.1658,  0.034034,   -2.3379,    1.9012,  0.031933,  0.082627,  -0.27952,   0.60265,  -0.64605,   -1.1034,    1.0039,  -0.92673,   -1.2082,   0.13538,-0.0014914,  -0.27863,  -0.61053,  -0.62033,   -1.2033,  0.020724,  -0.28303,   0.20334,  0.001143,  0.001141,0.00019997,   0.05992,   -0.0716,  -0.04068,  0.076376, -0.096948, -0.068453,    0.0281,-0.0075526, 0.0015646
  -0.57771,  -0.92314,   -3.1643,  0.034223,    -2.185,    1.7631,  0.036698,  0.075689,  -0.27034,   0.55186,   -0.5875,   -1.0202,   0.91095,  -0.85138,   -1.1201,    0.1368,-0.0056568,  -0.26968,  -0.60454,  -0.61098,   -1.1832,  0.020268,  -0.26472,   0.18832, 0.0010863, 0.0011321,0.00019595,   0.05607, -0.067166, -0.033359,  0.069297, -0.090343, -0.059842,   0.02629, -0.007049, 0.0014549
   -0.5777,  -0.92311,    -3.163,  0.034233,   -2.0414,    1.6348,  0.041308,  0.069501,    -0.263,    0.5045,  -0.53344,  -0.94152,   0.82511,  -0.78082,   -1.0355,   0.13779,-0.0092841,  -0.26261,  -0.59852,  -0.60158,   -1.1638,  0.019794,  -0.24775,   0.17466,0.00098968, 0.0011167,0.00019438,  0.052551,  -0.06315, -0.026909,  0.062988, -0.084319, -0.052144,  0.024633,-0.0065849, 0.0013549
  -0.57769,  -0.92307,   -3.1618,  0.034042,   -1.9064,    1.5155,   0.04579,   0.06396,  -0.25747,   0.46033,  -0.48332,  -0.86717,   0.74567,  -0.71466,  -0.95455,    0.1384, -0.012395,  -0.25739,  -0.59243,  -0.59213,    -1.145,  0.019309,  -0.23197,   0.16219,0.00086292, 0.0010954,0.00019471,  0.049295, -0.059475, -0.021236,  0.057351, -0.078794, -0.045281,  0.023121,-0.0061598, 0.0012638
