dt
0.010
body_state 
 0.000  0.000  0.000  0.000  0.000  0.220  0.000  0.000  0.000  0.000  0.000  0.000 
jnt_angle
-0.050 -0.807  1.996  0.050 -0.807  1.996 -0.050 -0.903  2.007  0.050 -0.903  2.007 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.060  0.210  0.060  0.210 
body_state 
 0.000  0.000  0.000  0.000  0.000  0.220  0.000  0.000  0.000  0.016  0.000  0.000 
jnt_angle
-0.050 -0.808  1.996  0.050 -0.808  1.996 -0.050 -0.904  2.007  0.050 -0.904  2.007 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.060  0.210  0.060  0.210 
body_state 
 0.000  0.000  0.000  0.001  0.000  0.220  0.000  0.000  0.000  0.032  0.000  0.000 
jnt_angle
-0.050 -0.812  1.997  0.050 -0.812  1.997 -0.050 -0.907  2.007  0.050 -0.907  2.007 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.060  0.210  0.060  0.210 
body_state 
 0.000  0.000  0.000  0.002  0.000  0.220  0.000  0.000  0.000  0.048  0.000  0.000 
jnt_angle
-0.050 -0.817  1.998  0.050 -0.817  1.998 -0.050 -0.913  2.007  0.050 -0.913  2.007 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.060  0.210  0.060  0.210 
body_state 
 0.000  0.000  0.000  0.004  0.000  0.220  0.000  0.000  0.000  0.064  0.000  0.000 
jnt_angle
-0.050 -0.825  1.999  0.050 -0.825  1.999 -0.050 -0.921  2.008  0.050 -0.921  2.008 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
