  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1800,  0.1000,  0.0000, -0.1800, -0.1000,  0.0000
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1800,  0.1000,  0.0000, -0.1800, -0.1000,  0.0000
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1800,  0.1000,  0.0000, -0.1800, -0.1000,  0.0000
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1800,  0.1000,  0.0000, -0.1800, -0.1000,  0.0000
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1800,  0.1000,  0.0000, -0.1800, -0.1000,  0.0000
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1800,  0.1000,  0.0000, -0.1800, -0.1000,  0.0000
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1796,  0.1000,  0.0028, -0.1796, -0.1000,  0.0028
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1786,  0.1000,  0.0104, -0.1786, -0.1000,  0.0104
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1769,  0.1000,  0.0216, -0.1769, -0.1000,  0.0216
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1747,  0.1000,  0.0352, -0.1747, -0.1000,  0.0352
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1720,  0.1000,  0.0500, -0.1720, -0.1000,  0.0500
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1689,  0.1000,  0.0648, -0.1689, -0.1000,  0.0648
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1656,  0.1000,  0.0784, -0.1656, -0.1000,  0.0784
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1620,  0.1000,  0.0896, -0.1620, -0.1000,  0.0896
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1582,  0.1000,  0.0972, -0.1582, -0.1000,  0.0972
  0.2200,  0.1000,  0.0000,  0.2200, -0.1000,  0.0000, -0.1544,  0.1000,  0.1000, -0.1544, -0.1000,  0.1000
