dt
0.010
body_state 
 0.000  0.000  0.000  0.000  0.000  0.280  0.000  0.000  0.000  0.000  0.000  0.000 
qJ
 0.040 -0.592  1.545 -0.040 -0.592  1.545  0.040 -0.668  1.555 -0.040 -0.668  1.555 
foot_placements
 0.220 -0.100  0.000  0.220  0.100  0.000 -0.180 -0.100  0.000 -0.180  0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.210  0.210  0.110  0.110 
body_state 
 0.000  0.000  0.000  0.000  0.000  0.280  0.000  0.000  0.000  0.004  0.000  0.000 
qJ
 0.040 -0.593  1.545 -0.040 -0.593  1.545  0.040 -0.669  1.555 -0.040 -0.669  1.555 
foot_placements
 0.220 -0.100  0.000  0.220  0.100  0.000 -0.180 -0.100  0.000 -0.180  0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.210  0.210  0.110  0.110 
body_state 
 0.000  0.000  0.000  0.000  0.000  0.280  0.000  0.000  0.000  0.008  0.000  0.000 
qJ
 0.040 -0.593  1.545 -0.040 -0.593  1.545  0.040 -0.669  1.555 -0.040 -0.669  1.555 
foot_placements
 0.220 -0.100  0.000  0.220  0.100  0.000 -0.180 -0.100  0.000 -0.180  0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.210  0.210  0.110  0.110 
body_state 
 0.000  0.000  0.000  0.001  0.000  0.280  0.000  0.000  0.000  0.012  0.000  0.000 
qJ
 0.040 -0.595  1.545 -0.040 -0.595  1.545  0.040 -0.670  1.556 -0.040 -0.670  1.556 
foot_placements
 0.220 -0.100  0.000  0.220  0.100  0.000 -0.180 -0.100  0.000 -0.180  0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.210  0.210  0.110  0.110 
body_state 
 0.000  0.000  0.000  0.001  0.000  0.280  0.000  0.000  0.000  0.016  0.000  0.000 
qJ
 0.040 -0.596  1.546 -0.040 -0.596  1.546  0.040 -0.672  1.556 -0.040 -0.672  1.556 
foot_placements
 0.220 -0.100  0.000  0.220  0.100  0.000 -0.180 -0.100  0.000 -0.180  0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.210  0.210  0.110  0.110 
body_state 
 0.000  0.000  0.000  0.002  0.000  0.280  0.000  0.000  0.000  0.020  0.000  0.000 
qJ
 0.040 -0.598  1.546 -0.040 -0.598  1.546  0.040 -0.674  1.556 -0.040 -0.674  1.556 
foot_placements
 0.220 -0.100  0.000  0.220  0.100  0.000 -0.180 -0.100  0.000 -0.180  0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
