dt
0.010
body_state 
 0.000  0.000  0.000  0.000  0.000  0.280  0.000  0.000  0.000  0.000  0.000  0.000 
jnt_angle
-0.040 -0.664  1.616  0.040 -0.664  1.616 -0.039 -0.740  1.625  0.039 -0.740  1.625 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.110  0.360  0.360  0.110 
body_state 
 0.000  0.000  0.000  0.000  0.000  0.280  0.000  0.000  0.000  0.002  0.000  0.000 
jnt_angle
-0.040 -0.664  1.616  0.040 -0.664  1.616 -0.039 -0.740  1.625  0.039 -0.740  1.625 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.110  0.360  0.360  0.110 
body_state 
 0.000  0.000  0.000  0.000  0.000  0.280  0.000  0.000  0.000  0.004  0.000  0.000 
jnt_angle
-0.040 -0.665  1.616  0.040 -0.665  1.616 -0.039 -0.741  1.625  0.039 -0.741  1.625 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.110  0.360  0.360  0.110 
body_state 
 0.000  0.000  0.000  0.000  0.000  0.280  0.000  0.000  0.000  0.006  0.000  0.000 
jnt_angle
-0.040 -0.665  1.616  0.040 -0.665  1.616 -0.039 -0.741  1.625  0.039 -0.741  1.625 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.110  0.360  0.360  0.110 
body_state 
 0.000  0.000  0.000  0.001  0.000  0.280  0.000  0.000  0.000  0.008  0.000  0.000 
jnt_angle
-0.040 -0.666  1.616  0.040 -0.666  1.616 -0.039 -0.742  1.626  0.039 -0.742  1.626 
jnt_vel
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
foot_placements
 0.220  0.100  0.000  0.220 -0.100  0.000 -0.180  0.100  0.000 -0.180 -0.100  0.000 
foot_velocities
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
grf
 0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500  0.000  0.000 22.500 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
